name,price,3dmark,value,2dmark,tdp,powerperf,test,category
Mobility Radeon HD 2400 XT,NA,103,NA,241,NA,NA,Dec 2011,Mobile
Mobility Radeon HD 2600,NA,169,NA,267,NA,NA,Aug 2012,Mobile
Mobility Radeon HD 2600 XT,NA,190,NA,330,NA,NA,Oct 2009,Mobile
Mobility Radeon HD 3410,NA,62,NA,130,NA,NA,Jan 2010,Mobile
Mobility Radeon HD 3430,NA,97,NA,257,NA,NA,May 2009,Mobile
Mobility Radeon HD 3450,NA,91,NA,247,NA,NA,May 2009,Mobile
Mobility Radeon HD 3470,NA,93,NA,249,NA,NA,Apr 2009,Mobile
Mobility Radeon HD 3470 Hybrid X2,NA,93,NA,205,NA,NA,Jun 2009,Unknown
Mobility Radeon HD 3650,NA,211,NA,319,NA,NA,Apr 2009,Mobile
Mobility Radeon HD 3670,NA,232,NA,331,NA,NA,Aug 2009,Mobile
Mobility Radeon HD 3850,NA,365,NA,248,NA,NA,Nov 2009,Mobile
Mobility Radeon HD 3870,NA,547,NA,287,NA,NA,Dec 2009,Mobile
Mobility Radeon HD 3870 X2,NA,564,NA,367,NA,NA,Sep 2009,Mobile
Mobility Radeon HD 4200,NA,91,NA,260,NA,NA,Apr 2011,Mobile
Mobility Radeon HD 4225,NA,66,NA,174,NA,NA,Jun 2010,Mobile
Mobility Radeon HD 4250,NA,98,NA,279,NA,NA,Apr 2010,Mobile
Mobility Radeon HD 4270,NA,92,NA,282,NA,NA,Sep 2010,Mobile
Mobility Radeon HD 4330,NA,135,NA,377,NA,NA,Aug 2009,Mobile
Mobility Radeon HD 4350,NA,148,NA,369,NA,NA,Mar 2011,Unknown
Mobility Radeon HD 4550,NA,191,NA,289,NA,NA,Mar 2010,Mobile
Mobility Radeon HD 4570,NA,196,NA,298,NA,NA,Dec 2011,Mobile
Mobility Radeon HD 4650,NA,400,NA,320,NA,NA,Aug 2009,Mobile
Mobility Radeon HD 4670,NA,462,NA,376,NA,NA,Jul 2009,Mobile
Mobility Radeon HD 4830,NA,511,NA,284,NA,NA,Jan 2012,Mobile
Mobility Radeon HD 4850,NA,862,NA,474,NA,NA,Jul 2009,Mobile
Mobility Radeon HD 4870,NA,719,NA,416,NA,NA,Sep 2010,Mobile
Mobility Radeon HD 5000,NA,773,NA,429,NA,NA,Sep 2012,Unknown
Mobility Radeon HD 5000 Serisi,NA,478,NA,304,NA,NA,May 2013,Unknown
Mobility Radeon HD 5165,NA,284,NA,362,35,8,Feb 2010,Mobile
Mobility Radeon HD 530v,NA,174,NA,353,NA,NA,Aug 2010,Mobile
Mobility Radeon HD 540v,NA,188,NA,382,NA,NA,Jun 2010,Unknown
Mobility Radeon HD 5430,NA,181,NA,329,7,25,Apr 2010,Mobile
Mobility Radeon HD 5450,NA,214,NA,319,11,19,May 2010,Mobile
Mobility Radeon HD 545v,NA,199,NA,270,NA,NA,Oct 2010,Mobile
Mobility Radeon HD 5470,NA,236,NA,362,13,18,Aug 2012,Mobile
Mobility Radeon HD 550v,NA,266,NA,398,NA,NA,Aug 2010,Mobile
Mobility Radeon HD 5570,NA,715,NA,491,NA,NA,Nov 2011,Unknown
Mobility Radeon HD 560v,NA,318,NA,365,NA,NA,Jul 2010,Mobile
Mobility Radeon HD 5650,NA,550,NA,374,15,36,Jun 2012,Mobile
Mobility Radeon HD 565v,NA,325,NA,354,NA,NA,Feb 2011,Mobile
Mobility Radeon HD 5730,NA,675,NA,400,26,25,Jul 2010,Mobile
Mobility Radeon HD 5850,NA,767,NA,402,31,24,Jan 2010,Mobile
Mobility Radeon HD 5870,NA,1241,NA,409,50,24,Jul 2012,Mobile
Mobility Radeon HD serie 4200,NA,96,NA,226,NA,NA,Sep 2013,Unknown
Mobility Radeon X1300,NA,39,NA,221,NA,NA,Sep 2009,Mobile
Mobility Radeon X1350,NA,39,NA,274,NA,NA,May 2009,Mobile
Mobility Radeon X1400,NA,43,NA,226,NA,NA,Apr 2009,Mobile
Mobility Radeon X1450,NA,33,NA,205,NA,NA,Apr 2009,Mobile
Mobility Radeon X1600,NA,92,NA,235,NA,NA,Apr 2009,Mobile
Mobility Radeon X1700,NA,104,NA,227,NA,NA,Jul 2010,Mobile
MOBILITY RADEON X1800,NA,130,NA,247,NA,NA,May 2009,Mobile
Mobility Radeon X1900,NA,134,NA,286,NA,NA,Feb 2010,Mobile
Mobility Radeon X2300,NA,48,NA,263,NA,NA,Sep 2012,Mobile
Mobility Radeon X2300 HD,NA,48,NA,243,NA,NA,Jun 2009,Unknown
Mobility Radeon X2500,NA,81,NA,235,NA,NA,Oct 2009,Mobile
MOBILITY RADEON X300,NA,33,NA,203,NA,NA,Apr 2009,Mobile
MOBILITY RADEON X600,NA,49,NA,210,NA,NA,Apr 2009,Mobile
MOBILITY RADEON X600 SE,NA,49,NA,233,NA,NA,Oct 2009,Unknown
MOBILITY RADEON X700,NA,66,NA,200,NA,NA,Mar 2010,Mobile
MOBILITY RADEON XPRESS 200,NA,26,NA,174,NA,NA,Apr 2009,Unknown
Mobility Radeon. HD 5470,NA,215,NA,398,13,16,Apr 2013,Mobile
MOBILITY/RADEON 9000,NA,4,NA,153,NA,NA,Dec 2011,Unknown
MxGPU,NA,2021,NA,502,NA,NA,Jan 2017,Unknown
nForce 750a SLI,NA,83,NA,352,NA,NA,Dec 2009,Unknown
nForce 760i SLI,NA,140,NA,379,NA,NA,Apr 2009,Unknown
nForce 780a SLI,NA,92,NA,425,NA,NA,Apr 2009,Unknown
nForce 980a/780a SLI,NA,81,NA,366,NA,NA,Aug 2009,Unknown
NVIDIA TITAN X,"$1,200.00*",13574,11.31,910,250,54,Aug 2016,Desktop
NVIDIA TITAN Xp,"$1,794.42",14239,7.94,894,250,56,Apr 2017,Desktop
NVS 2100M,NA,185,NA,435,14,13,Feb 2010,Workstation
NVS 300,$69.98,184,2.63,541,17.5,10,Apr 2011,Workstation
NVS 310,$107.81*,291,2.70,624,19.5,14,Oct 2012,Workstation
NVS 3100M,NA,204,NA,421,14,14,May 2011,Workstation
NVS 315,$79.99,346,4.34,662,19.5,17,Feb 2014,Workstation
NVS 4200M,NA,365,NA,511,NA,NA,Aug 2012,Workstation
NVS 510,$237.99,765,3.21,680,35,21,Oct 2012,Workstation
NVS 5100M,NA,356,NA,440,35,10,Mar 2010,Workstation
NVS 5200M,NA,661,NA,589,35,18,Sep 2012,Workstation
NVS 5400M,NA,778,NA,580,35,22,Jul 2012,Workstation
NVS 810,$624.99*,1066,1.71,650,NA,NA,Feb 2016,Unknown
OpenXT Display Driver,NA,30,NA,485,NA,NA,Aug 2016,Unknown
PHDGD Ivy 4,NA,394,NA,457,NA,NA,Nov 2016,Unknown
PHDGD Quantic C3,NA,104,NA,356,NA,NA,Nov 2017,Unknown
PHDGD Quebec 4.0 for Intel Q45/Q43 Express Chipset,NA,66,NA,298,NA,NA,Mar 2017,Unknown
PHDGD Sapphire GR for Mobile Intel 965,NA,25,NA,243,NA,NA,Dec 2017,Unknown
PHDGD Solo 1.2.0 x86,NA,11,NA,168,NA,NA,Feb 2015,Unknown
PHDGD Solo 2 x64,NA,20,NA,183,NA,NA,Jun 2016,Unknown
Quadro 1000M,$99.95*,751,7.52,533,45,16,Aug 2012,Workstation
Quadro 1100M,NA,755,NA,733,NA,NA,Feb 2013,Unknown
Quadro 2000,$77.25,1315,17.03,588,62,21,Oct 2010,Workstation
Quadro 2000 D,NA,1182,NA,654,NA,NA,Feb 2011,Unknown
Quadro 2000D,$83.99,1282,15.27,610,NA,NA,Oct 2011,Unknown
Quadro 2000M,$46.56*,1038,22.31,532,55,18,Aug 2012,Workstation
Quadro 280 NVS PCIe,NA,5,NA,184,NA,NA,Jun 2009,Unknown
Quadro 3000M,$199.95*,1460,7.31,536,75,19,Jun 2011,Workstation
Quadro 400,$22.99,238,10.36,560,32,7,Jul 2011,Workstation
Quadro 4000,$168.99,2042,12.09,589,142,14,Aug 2010,Workstation
Quadro 4000M,$111.99*,1823,16.28,525,100,18,Mar 2011,Workstation
Quadro 410,$153.01*,409,2.67,578,38,10,Nov 2012,Workstation
Quadro 5000,$140.95,2841,20.16,567,152,18,Sep 2010,Workstation
Quadro 5000M,NA,2039,NA,419,100,20,Dec 2010,Workstation
Quadro 500M,$275.14*,672,2.44,647,35,19,May 2013,Workstation
Quadro 5010M,$235.95*,1824,7.73,569,100,18,Nov 2011,Workstation
Quadro 600,$50.99,697,13.67,588,40,17,Aug 2012,Workstation
Quadro 6000,$369.99,3521,9.52,607,204,17,Oct 2010,Workstation
Quadro CX,$149.95*,947,6.32,454,NA,NA,Oct 2009,Unknown
Quadro FX 1000,NA,34,NA,265,NA,NA,Apr 2009,Workstation
Quadro FX 1100,$212.99*,35,0.17,177,NA,NA,Apr 2009,Workstation
Quadro FX 1300,NA,34,NA,276,55,0,Apr 2009,Workstation
Quadro FX 1400,NA,103,NA,293,70,1,Oct 2011,Workstation
Quadro FX 1500,$109.99,156,1.42,385,65,2,Apr 2009,Workstation
Quadro FX 1500M,NA,171,NA,274,45,3,Apr 2009,Workstation
Quadro FX 1600M,$149.90*,215,1.44,315,50,4,Jun 2009,Workstation
Quadro FX 1700,$137.48*,193,1.41,427,42,4,Apr 2009,Workstation
Quadro FX 1700M,NA,300,NA,331,50,6,Apr 2009,Workstation
Quadro FX 1800,$186.29*,580,3.12,516,59,9,Apr 2009,Workstation
Quadro FX 1800M,NA,479,NA,413,45,10,Apr 2010,Workstation
Quadro FX 2500M,$99.99*,214,2.15,274,45,4,Apr 2009,Workstation
Quadro FX 2700M,$99.95*,529,5.29,363,65,8,Apr 2009,Workstation
Quadro FX 2800M,$49.95*,660,13.23,436,75,8,Feb 2010,Workstation
Quadro FX 3000,$166.60*,69,0.41,178,NA,NA,Apr 2009,Workstation
Quadro FX 3400/4400,NA,104,NA,238,101,1,Aug 2012,Workstation
Quadro FX 3450,$138.75*,148,1.07,235,83,1,Aug 2009,Workstation
Quadro FX 3450/4000 SDI,NA,133,NA,368,NA,NA,Apr 2009,Workstation
Quadro FX 350,NA,85,NA,377,21,4,Apr 2009,Workstation
Quadro FX 3500,$129.98*,208,1.60,395,80,2,Apr 2009,Workstation
Quadro FX 3500M,$99.99*,306,3.06,308,45,6,Sep 2009,Workstation
Quadro FX 350M,NA,62,NA,256,15,4,May 2009,Workstation
Quadro FX 3600M,NA,467,NA,367,70,6,Apr 2009,Workstation
Quadro FX 360M,NA,87,NA,306,17,5,Apr 2009,Workstation
Quadro FX 370,$92.75*,83,0.90,384,35,2,Apr 2009,Workstation
Quadro FX 370 LP,NA,108,NA,480,25,4,May 2012,Workstation
Quadro FX 3700,$99.02*,631,6.37,460,78,8,Jul 2010,Workstation
Quadro FX 3700M,$925.00*,634,0.69,384,75,8,Apr 2009,Workstation
Quadro FX 370M,NA,93,NA,333,20,4,Apr 2009,Workstation
Quadro FX 380,$72.50*,149,2.06,477,34,4,Feb 2012,Workstation
Quadro FX 380 LP,NA,190,NA,498,28,6,Feb 2010,Workstation
Quadro FX 3800,$43.99*,839,19.09,504,108,7,Apr 2009,Workstation
Quadro FX 3800M,NA,803,NA,446,100,8,Oct 2009,Workstation
Quadro FX 380M,NA,205,NA,434,25,8,Mar 2010,Workstation
Quadro FX 4500,$249.00*,207,0.83,382,109,1,Apr 2009,Workstation
Quadro FX 4600,$129.99*,601,4.63,466,134,4,Apr 2009,Workstation
Quadro FX 4700 X2,NA,665,NA,505,NA,NA,Apr 2014,Unknown
Quadro FX 4800,$149.99,1003,6.69,505,150,6,Aug 2012,Workstation
Quadro FX 500/600 PCI,NA,14,NA,203,NA,NA,Apr 2009,Unknown
Quadro FX 500/FX 600,NA,7,NA,150,NA,NA,Apr 2009,Unknown
Quadro FX 540,$59.99*,80,1.35,293,35,2,Apr 2009,Workstation
Quadro FX 550,NA,63,NA,324,25,2,Apr 2009,Workstation
Quadro FX 5500,"$1,840.60*",240,0.13,395,96,2,Apr 2009,Workstation
Quadro FX 560,$150.25*,113,0.76,359,30,3,Apr 2009,Workstation
Quadro FX 5600,$179.99*,681,3.79,485,NA,NA,Apr 2009,Unknown
Quadro FX 570,$89.99*,115,1.28,402,38,3,Apr 2009,Workstation
Quadro FX 570M,NA,185,NA,335,45,4,Apr 2009,Workstation
Quadro FX 580,$88.44*,269,3.05,484,40,6,Apr 2009,Workstation
Quadro FX 5800,$178.89*,1106,6.19,549,189,5,Apr 2009,Workstation
Quadro FX 770M,$527.00*,297,0.57,340,35,8,Apr 2009,Workstation
Quadro FX 880M,NA,355,NA,396,35,10,Feb 2010,Workstation
Quadro FX Go1400,NA,101,NA,223,NA,NA,Apr 2009,Unknown
Quadro GP100,NA,12843,NA,857,235,54,Apr 2017,Workstation
Quadro GV100,NA,12699,NA,824,NA,NA,Mar 2018,Unknown
Quadro K1000M,$149.90*,793,5.29,627,45,17,Aug 2012,Workstation
Quadro K1100M,$79.00*,1021,12.93,689,45,22,Aug 2013,Workstation
Quadro K1200,$289.99,3024,10.43,771,45,67,Apr 2015,Workstation
Quadro K2000,$179.89,1720,9.57,689,51,33,Mar 2013,Workstation
Quadro K2000D,$475.00,1679,3.54,753,51,32,Apr 2013,Workstation
Quadro K2000M,$149.95*,1079,7.20,640,55,19,Jul 2012,Workstation
Quadro K2100M,$159.95*,1328,8.31,737,55,24,Oct 2013,Workstation
Quadro K2200,$341.99,3574,10.45,782,68,52,Sep 2014,Workstation
Quadro K2200M,NA,2620,NA,744,NA,NA,Apr 2015,Unknown
Quadro K3000M,$155.00*,1766,11.40,646,75,23,Oct 2012,Workstation
Quadro K3100M,"$1,999.00*",2040,1.02,766,75,27,Nov 2013,Workstation
Quadro K4000,$210.19,2879,13.70,653,80,35,Nov 2012,Workstation
Quadro K4000M,NA,2234,NA,645,100,22,Oct 2012,Workstation
Quadro K4100M,$379.99*,2558,6.73,783,100,25,Dec 2013,Workstation
Quadro K420,$107.99*,830,7.69,736,41,20,Oct 2014,Workstation
Quadro K4200,$311.05,4465,14.36,747,105,42,Sep 2014,Workstation
Quadro K5000,$289.99,4016,13.85,623,122,32,Nov 2012,Workstation
Quadro K5000M,$391.00*,2588,6.62,650,100,25,Aug 2012,Workstation
Quadro K5100M,$309.99*,3132,10.11,819,100,31,Jan 2014,Workstation
Quadro K510M,NA,651,NA,904,30,21,Dec 2013,Workstation
Quadro K5200,$392.00,6096,15.55,716,150,40,Sep 2014,Workstation
Quadro K600,$51.66,824,15.95,728,41,20,Mar 2013,Workstation
Quadro K6000,$959.00,7598,7.92,680,225,33,Oct 2013,Workstation
Quadro K610M,$75.00*,763,10.17,731,30,25,Aug 2014,Workstation
Quadro K620,$190.00,2326,12.24,769,45,51,Sep 2014,Workstation
Quadro K620M,NA,884,NA,467,NA,NA,Mar 2015,Unknown
Quadro M1000M,$208.46*,2330,11.18,605,40,58,Nov 2015,"Mobile, Workstation"
Quadro M1200,NA,2998,NA,619,45,66,Jan 2017,"Mobile, Workstation"
Quadro M2000,$427.99,4296,10.04,841,75,57,May 2016,Workstation
Quadro M2000M,NA,2837,NA,638,55,51,Nov 2015,"Mobile, Workstation"
Quadro M2200,NA,3509,NA,708,55,63,Apr 2017,"Mobile, Workstation"
Quadro M3000M,NA,4494,NA,725,75,59,Dec 2015,"Mobile, Workstation"
Quadro M4000,$468.32,6668,14.24,827,120,55,Oct 2015,Workstation
Quadro M4000M,NA,4603,NA,706,100,46,Aug 2015,"Mobile, Workstation"
Quadro M5000,"$1,498.00*",8480,5.66,756,150,56,Nov 2015,Workstation
Quadro M5000M,NA,5531,NA,696,100,55,Jan 2016,"Mobile, Workstation"
Quadro M500M,NA,1050,NA,545,30,35,Mar 2016,"Mobile, Workstation"
Quadro M520,NA,1570,NA,568,25,62,May 2017,"Mobile, Workstation"
Quadro M5500,NA,9322,NA,751,150,62,Mar 2016,"Mobile, Workstation"
Quadro M6000,"$2,850.00",9286,3.26,638,250,37,Jan 2015,Workstation
Quadro M6000 24GB,NA,9852,NA,765,250,39,Jul 2016,Workstation
Quadro M600M,$102.99*,1887,18.33,622,30,62,Dec 2015,"Mobile, Workstation"
Quadro M620,NA,2797,NA,744,30,93,Jan 2017,"Mobile, Workstation"
Quadro NVS 110M,NA,47,NA,236,10,4,Apr 2009,Workstation
Quadro NVS 120M,NA,46,NA,273,10,4,May 2009,Workstation
Quadro NVS 130M,NA,59,NA,333,10,5,Apr 2009,Workstation
Quadro NVS 135M,NA,57,NA,273,10,5,Feb 2010,Workstation
Quadro NVS 140M,NA,90,NA,285,10,9,Apr 2009,Workstation
Quadro NVS 150M,NA,94,NA,327,10,9,Apr 2009,Workstation
Quadro NVS 160M,NA,92,NA,312,12,7,Apr 2009,Workstation
Quadro NVS 210S,NA,23,NA,264,NA,NA,Nov 2009,Unknown
Quadro NVS 210S / GeForce 6150LE,NA,20,NA,272,NA,NA,Sep 2009,Unknown
Quadro NVS 280 SD,NA,2,NA,118,NA,NA,May 2009,Unknown
Quadro NVS 285,$111.25,35,0.32,333,NA,NA,Mar 2012,Unknown
Quadro NVS 285 128MB,$55.00*,38,0.70,312,NA,NA,Oct 2009,Unknown
Quadro NVS 290,$36.00,91,2.54,399,NA,NA,Apr 2009,Unknown
Quadro NVS 295,$59.00,96,1.64,475,23,4,Apr 2009,Workstation
Quadro NVS 320M,NA,206,NA,312,20,10,Sep 2009,Workstation
Quadro NVS 420,$80.99,99,1.23,540,NA,NA,Jun 2009,Unknown
Quadro NVS 440,$141.45*,38,0.27,369,NA,NA,Apr 2009,Unknown
Quadro NVS 450,$168.00*,91,0.54,538,NA,NA,Apr 2009,Unknown
Quadro NVS 55/280 PCI,NA,6,NA,116,NA,NA,May 2009,Unknown
Quadro P1000,$319.99,4424,13.83,788,47,94,Apr 2017,Workstation
Quadro P2000,$429.99,7441,17.31,838,75,99,Mar 2017,Workstation
Quadro P2000 with Max-Q Design,NA,4820,NA,650,NA,NA,Sep 2018,Unknown
Quadro P3000,NA,5666,NA,715,75,75,Feb 2017,"Mobile, Workstation"
Quadro P3200,NA,8174,NA,733,NA,NA,May 2018,Unknown
Quadro P3200 with Max-Q Design,NA,8313,NA,741,NA,NA,Aug 2018,Unknown
Quadro P400,$118.97,1711,14.39,795,30,57,Aug 2017,Workstation
Quadro P4000,$749.99,10433,13.91,826,105,99,Mar 2017,Workstation
Quadro P4000 with Max-Q Design,NA,9082,NA,699,80,113,Oct 2017,Mobile
Quadro P4200,NA,10290,NA,809,NA,NA,Jul 2018,Unknown
Quadro P4200 with Max-Q Design,NA,10156,NA,585,NA,NA,Oct 2018,Unknown
Quadro P500,NA,1604,NA,599,NA,NA,Mar 2018,Unknown
Quadro P5000,"$1,740.00",10351,5.95,753,180,57,Nov 2016,Workstation
Quadro P5200,NA,9232,NA,786,NA,NA,Jan 2018,Mobile
Quadro P5200 with Max-Q Design,NA,10489,NA,698,NA,NA,Oct 2018,Unknown
Quadro P600,$169.99,3080,18.12,813,40,77,Apr 2017,Workstation
Quadro P6000,"$4,199.00",13262,3.16,834,250,53,Oct 2016,Workstation
Quadro P620,$174.99,3479,19.88,848,40,86,Jun 2018,Workstation
Quadro RTX 6000,"$6,300.00*",21366,3.39,1188,295,72,Nov 2018,Workstation
Quadro2 Pro,NA,1,NA,143,NA,NA,Apr 2009,Workstation
Quadro4 380 XGL,NA,6,NA,225,NA,NA,Jul 2009,Unknown
Quadro4 980 XGL,$341.43*,5,0.01,180,NA,NA,Apr 2009,Unknown
Qualcomm Adreno 630 GPU,NA,249,NA,208,NA,NA,Jan 2019,Unknown
Radeon 2100,$114.99,60,0.53,290,NA,NA,Apr 2009,Unknown
Radeon 3000,$60.99*,98,1.62,415,NA,NA,Aug 2012,Unknown
Radeon 3100,$149.99,73,0.49,226,NA,NA,Aug 2012,Unknown
Radeon 520,NA,844,NA,613,NA,NA,Aug 2017,Unknown
Radeon 530,NA,1238,NA,641,NA,NA,Dec 2017,Unknown
Radeon 535,NA,1398,NA,438,NA,NA,Jan 2019,Unknown
Radeon 540,NA,1618,NA,691,NA,NA,Aug 2017,Unknown
Radeon 6600M,NA,739,NA,483,NA,NA,Aug 2012,Unknown
RADEON 7000 / RADEON VE Family,NA,3,NA,107,NA,NA,Jun 2010,Unknown
RADEON 7500,$32.12*,3,0.10,34,NA,NA,Jan 2012,Desktop
RADEON 7500 Family,NA,4,NA,124,NA,NA,Oct 2009,Unknown
RADEON 9000 Family,NA,3,NA,123,NA,NA,Feb 2010,Unknown
RADEON 9100 Family,NA,6,NA,162,NA,NA,Jun 2009,Unknown
RADEON 9100 IGP,NA,5,NA,127,NA,NA,Sep 2010,Unknown
RADEON 9200,$39.95*,3,0.09,135,NA,NA,Oct 2009,Desktop
RADEON 9200 LE Family,NA,2,NA,127,NA,NA,Feb 2010,Unknown
RADEON 9200 PRO Family,NA,2,NA,134,NA,NA,Nov 2011,Unknown
RADEON 9200 SE,NA,2,NA,128,NA,NA,Mar 2010,Desktop
RADEON 9250,$42.99*,2,0.06,126,NA,NA,May 2009,Desktop
RADEON 9500,$40.50*,36,0.90,173,NA,NA,Jun 2011,Desktop
RADEON 9500 PRO / 9700,NA,41,NA,157,NA,NA,Apr 2009,Unknown
RADEON 9550,$31.88*,34,1.08,144,NA,NA,Jul 2009,Desktop
Radeon 9550 / X1050,NA,29,NA,149,NA,NA,May 2010,Unknown
RADEON 9600 Family,NA,25,NA,149,NA,NA,Apr 2009,Unknown
RADEON 9600 PRO Family,NA,26,NA,148,NA,NA,Dec 2010,Unknown
RADEON 9600 TX Family,NA,18,NA,138,NA,NA,Sep 2010,Unknown
RADEON 9600 XT,NA,35,NA,146,NA,NA,Dec 2009,Desktop
RADEON 9600SE,NA,27,NA,142,NA,NA,May 2009,Unknown
RADEON 9700 PRO,NA,53,NA,148,NA,NA,Apr 2009,Desktop
RADEON 9800 PRO,NA,59,NA,152,NA,NA,Sep 2009,Desktop
RADEON 9800 SE,NA,23,NA,131,NA,NA,May 2009,Desktop
RADEON 9800 XT,NA,53,NA,162,NA,NA,Sep 2009,Desktop
Radeon E,$42.99,307,7.16,281,NA,NA,Sep 2017,Unknown
RADEON E4690,NA,405,NA,346,NA,NA,Jun 2011,Unknown
Radeon E6760,$239.99*,973,4.06,573,NA,NA,Jun 2012,Unknown
Radeon E8860,NA,1577,NA,678,NA,NA,Mar 2015,Unknown
Radeon HD 2350,NA,76,NA,262,20,3,Aug 2009,Desktop
Radeon HD 2400,NA,120,NA,297,NA,NA,Jan 2012,Unknown
Radeon HD 2400 PCI,NA,14,NA,85,NA,NA,Apr 2009,Unknown
Radeon HD 2400 Pro,NA,114,NA,345,20,5,Oct 2011,Desktop
Radeon HD 2400 XT,NA,119,NA,357,25,4,Dec 2011,Desktop
Radeon HD 2600 PRO,NA,211,NA,337,35,6,Oct 2011,Desktop
Radeon HD 2600 Pro AGP,NA,110,NA,137,NA,NA,Dec 2011,Unknown
Radeon HD 2600 XT,NA,283,NA,372,45,6,Nov 2011,Desktop
Radeon HD 2900 GT,NA,292,NA,344,150,1,Feb 2012,Desktop
Radeon HD 2900 PRO,NA,627,NA,397,200,3,Nov 2011,Desktop
Radeon HD 2900 XT,NA,657,NA,402,215,3,Apr 2012,Desktop
Radeon HD 3200,NA,82,NA,226,NA,NA,Aug 2012,Unknown
Radeon HD 3300,NA,126,NA,371,NA,NA,Apr 2009,Unknown
Radeon HD 3450,$72.99*,118,1.63,351,25,4,Oct 2011,Desktop
Radeon HD 3470,NA,145,NA,425,30,4,Dec 2011,Desktop
Radeon HD 3650 AGP,NA,150,NA,155,NA,NA,Nov 2011,Unknown
Radeon HD 3670,NA,241,NA,364,NA,NA,Oct 2011,Unknown
Radeon HD 3850,NA,529,NA,375,75,7,Oct 2011,Desktop
Radeon HD 3850 AGP,NA,469,NA,183,75,6,Aug 2012,Desktop
Radeon HD 3850 X2,NA,792,NA,407,349,2,Sep 2009,Desktop
Radeon HD 3870,$58.00*,718,12.38,427,106,6,Aug 2012,Desktop
Radeon HD 3870 X2,NA,874,NA,444,165,5,Nov 2011,Desktop
Radeon HD 4200,NA,112,NA,372,NA,NA,Aug 2012,Desktop
Radeon HD 4250,NA,122,NA,408,NA,NA,May 2012,Desktop
Radeon HD 4270,NA,111,NA,304,NA,NA,Nov 2010,Unknown
Radeon HD 4290,NA,142,NA,443,NA,NA,Mar 2010,Desktop
Radeon HD 4300/4500 Serisi,NA,155,NA,346,NA,NA,Sep 2014,Unknown
Radeon HD 4330,NA,159,NA,277,NA,NA,Aug 2012,Unknown
Radeon HD 4350,$61.10*,168,2.75,362,20,8,Aug 2012,Desktop
Radeon HD 4550,$126.99*,236,1.86,428,20,11,Aug 2012,Desktop
Radeon HD 4650,$124.99*,335,2.68,402,48,6,Nov 2011,Desktop
Radeon HD 4650 AGP,NA,207,NA,156,NA,NA,Aug 2011,Unknown
Radeon HD 4670,$109.99*,545,4.96,429,59,9,Aug 2012,Desktop
Radeon HD 4770,NA,1038,NA,483,80,12,Nov 2011,Desktop
Radeon HD 4810,NA,785,NA,435,95,8,Mar 2014,Desktop
Radeon HD 4830,$59.99*,949,15.83,467,95,9,Aug 2012,Desktop
Radeon HD 4850,$89.99*,1024,11.38,470,110,9,Aug 2012,Desktop
Radeon HD 4850 X2,NA,1147,NA,545,250,4,Mar 2012,Desktop
Radeon HD 4870,$59.99*,1380,23.02,502,150,9,Aug 2012,Desktop
Radeon HD 4870 X2,NA,1310,NA,566,286,4,Aug 2012,Desktop
Radeon HD 4890,$109.99*,1540,14.00,538,190,8,Aug 2012,Desktop
Radeon HD 5450,$49.99,231,4.63,432,19.1,12,Aug 2012,Desktop
Radeon HD 5470,NA,268,NA,297,NA,NA,Nov 2014,Unknown
Radeon HD 5550,$54.99*,548,9.97,419,39,14,May 2010,Desktop
Radeon HD 5570,$189.99*,714,3.76,464,39,18,Aug 2012,Desktop
Radeon HD 5600/5700,NA,960,NA,466,NA,NA,Jan 2011,Unknown
Radeon HD 5670,$47.84*,1083,22.65,478,64,16,Aug 2012,Desktop
Radeon HD 5750,$69.41*,1446,20.84,514,86,16,Aug 2012,Desktop
Radeon HD 5770,$115.99*,1709,14.74,532,108,15,Aug 2012,Desktop
Radeon HD 5830,$159.99*,2051,12.82,531,175,11,Aug 2012,Desktop
Radeon HD 5850,$79.99*,2279,28.50,573,151,15,Aug 2012,Desktop
Radeon HD 5870,$99.99*,2620,26.21,595,228,11,Aug 2012,Desktop
Radeon HD 5970,$329.99*,2594,7.86,630,294,8,Aug 2012,Desktop
Radeon HD 6230,NA,211,NA,338,NA,NA,Nov 2013,Unknown
Radeon HD 6250,NA,119,NA,91,35,3,Mar 2012,Mobile
Radeon HD 6290,NA,138,NA,99,45,3,Jul 2012,Mobile
Radeon HD 6290M,NA,140,NA,92,NA,NA,Jul 2012,Unknown
Radeon HD 6300M,NA,255,NA,387,NA,NA,Jun 2012,Unknown
Radeon HD 6310,NA,170,NA,124,45,3,Aug 2012,Mobile
Radeon HD 6320,$554.99*,202,0.36,137,45,4,Nov 2011,Mobile
Radeon HD 6320 Graphic,NA,216,NA,158,NA,NA,Nov 2011,Unknown
Radeon HD 6320M,NA,198,NA,150,NA,NA,Nov 2011,Unknown
RADEON HD 6350,$50.99*,211,4.15,426,19.1,11,Apr 2011,Desktop
Radeon HD 6370D,NA,307,NA,287,65,4,Dec 2011,Desktop
Radeon HD 6370M,NA,275,NA,401,11,25,Dec 2010,Mobile
Radeon HD 6380G,$399.99*,300,0.75,233,35,8,Apr 2012,Mobile
Radeon HD 6410D,NA,388,NA,330,65,5,Dec 2011,Desktop
Radeon HD 6430M,NA,192,NA,106,NA,NA,Feb 2013,Mobile
Radeon HD 6450,$52.99,277,5.24,460,18,15,Oct 2011,Desktop
