name,size,mark,price,value,date,type
SAMSUNG MZ7TE512HMHP-000L2,476.9 GB,3289,NA,NA,May 2014,SSD
SAMSUNG MZ7TN512HDHP-00000,476.9 GB,4320,NA,NA,Jan 2017,SSD
SAMSUNG MZ7TN512HDHP-00007,476.9 GB,3651,NA,NA,Dec 2016,SSD
SAMSUNG MZ7TY128HDHP-000,119.2 GB,3844,NA,NA,Apr 2016,SSD
SAMSUNG MZ7TY128HDHP-00000,119.2 GB,2985,NA,NA,Jul 2016,SSD
SAMSUNG MZ7TY128HDHP-000L1,119.2 GB,3555,NA,NA,Aug 2016,SSD
Samsung MZ7TY256HDHP-000,238.5 GB,4640,NA,NA,Aug 2016,SSD
SAMSUNG MZ7TY256HDHP-00000,238.5 GB,3924,NA,NA,Jun 2016,SSD
SAMSUNG MZ7TY256HDHP-00007,238.5 GB,4527,NA,NA,Feb 2017,SSD
SAMSUNG MZ7TY256HDHP-000H1,238.5 GB,4205,NA,NA,Oct 2016,SSD
SAMSUNG MZ7TY256HDHP-000L1,238.5 GB,4167,NA,NA,Jan 2017,SSD
SAMSUNG MZ7TY256HDHP-000L7,238.5 GB,4130,NA,NA,Aug 2016,SSD
SAMSUNG MZ7WD120HAFV-00003,111.8 GB,2889,NA,NA,Oct 2014,SSD
SAMSUNG MZ7WD120HCFV-00003,111.8 GB,3498,NA,NA,Nov 2014,SSD
SAMSUNG MZ7WD120HCFV-000AZ,111.8 GB,2568,NA,NA,Aug 2017,SSD
SAMSUNG MZ7WD240,223.6 GB,3357,NA,NA,Nov 2014,SSD
SAMSUNG MZ7WD240HAFV-000,223.6 GB,2818,NA,NA,Feb 2016,SSD
SAMSUNG MZ7WD240HAFV-00003,223.6 GB,3103,$90.00*,34.48,Sep 2014,SSD
SAMSUNG MZ7WD240HCFV-00003,223.6 GB,3029,$99.00*,30.60,Sep 2015,SSD
SAMSUNG MZ7WD240HCFV-000H2,223.6 GB,3582,NA,NA,Mar 2015,SSD
SAMSUNG MZ7WD480,447.1 GB,3591,NA,NA,Jun 2015,SSD
SAMSUNG MZ7WD480HAGM-000,447.1 GB,2969,NA,NA,Aug 2014,SSD
SAMSUNG MZ7WD480HAGM-00003,447.1 GB,3213,NA,NA,Dec 2014,SSD
SAMSUNG MZ7WD480HCGM-00003,447.1 GB,3821,$308.37*,12.39,Jan 2015,SSD
SAMSUNG MZ8PA128HMCD-010L1,119.2 GB,1663,NA,NA,May 2013,SSD
SAMSUNG MZ8PA256HMDR-010,238.5 GB,1723,NA,NA,Oct 2013,SSD
SAMSUNG MZFLV128HCGR-000MV,119.2 GB,3556,NA,NA,Sep 2016,SSD
SAMSUNG MZFLV256HCHP-000MV,238.5 GB,6084,NA,NA,Aug 2016,SSD
Samsung MZFLW1T0 1TB NVMe,953.9 GB,10287,NA,NA,Feb 2016,SSD
SAMSUNG MZFLW512HMJP 512GB,476.9 GB,7401,NA,NA,Sep 2017,SSD
SAMSUNG MZHPU128HCGM-00004,119.2 GB,5368,NA,NA,Sep 2014,SSD
SAMSUNG MZHPU128HCGM-000H1,119.2 GB,5169,NA,NA,Jan 2016,SSD
SAMSUNG MZMLN128HCGR-000,119.2 GB,2863,NA,NA,Nov 2016,SSD
SAMSUNG MZMLN256HCHP-000,238.5 GB,3200,NA,NA,May 2015,SSD
SAMSUNG MZMPA032HMCD-000,961.3 GB,678,NA,NA,Nov 2012,SSD
SAMSUNG MZMPA032HMCD-000L1,29.8 GB,1247,NA,NA,Feb 2015,SSD
SAMSUNG MZMPA128,119.2 GB,1365,NA,NA,Apr 2013,SSD
SAMSUNG MZMPC032,29.8 GB,2018,NA,NA,Mar 2013,SSD
SAMSUNG MZMPC032HBCD-000,961.3 GB,1145,NA,NA,Dec 2012,SSD
SAMSUNG MZMPC032HBCD-00000,29.8 GB,1532,NA,NA,Apr 2014,SSD
SAMSUNG MZMPC032HBCD-000H1,29.8 GB,1514,NA,NA,Jul 2013,SSD
SAMSUNG MZMPC064HBDR-000,59.6 GB,1972,NA,NA,May 2013,SSD
SAMSUNG MZMPC064HBDR-00000,59.6 GB,2350,NA,NA,Apr 2013,SSD
SAMSUNG MZMPC128HBFU-000MV,119.2 GB,3022,NA,NA,Feb 2013,SSD
SAMSUNG MZMPC256,238.5 GB,2699,NA,NA,Feb 2013,SSD
SAMSUNG MZMPC256HAFU-000,238.5 GB,3906,NA,NA,Mar 2013,SSD
SAMSUNG MZMPC256HAFU-000L9,238.5 GB,3445,NA,NA,Apr 2013,SSD
SAMSUNG MZMPC256HBGJ-000H1,238.5 GB,2865,NA,NA,Feb 2013,SSD
SAMSUNG MZMPD256HAGM-000H1,238.5 GB,3433,NA,NA,Mar 2014,SSD
SAMSUNG MZMTD128HAFV-000,119.2 GB,2118,NA,NA,Mar 2013,SSD
SAMSUNG MZMTD128HAFV-00000,119.2 GB,2113,$48.90,43.21,Apr 2013,SSD
SAMSUNG MZMTD128HAFV-00004,119.2 GB,2231,NA,NA,Nov 2013,SSD
SAMSUNG MZMTD128HAFV-000H1,119.2 GB,2106,$95.00*,22.17,Dec 2013,SSD
SAMSUNG MZMTD128HAFV-000L1,119.2 GB,1994,$59.95*,33.26,Jun 2013,SSD
SAMSUNG MZMTD128HAFV-000MV,119.2 GB,2372,NA,NA,Apr 2014,SSD
SAMSUNG MZMTD256HAGM-000,238.5 GB,2506,NA,NA,Mar 2013,SSD
SAMSUNG MZMTD256HAGM-00000,238.5 GB,2434,$199.00*,12.23,Dec 2013,SSD
SAMSUNG MZMTD256HAGM-00004,238.5 GB,2316,NA,NA,Aug 2014,SSD
SAMSUNG MZMTD256HAGM-00007,238.5 GB,2362,NA,NA,May 2014,SSD
SAMSUNG MZMTD256HAGM-000L1,238.5 GB,2427,$149.00*,16.29,Feb 2013,SSD
SAMSUNG MZMTD256HAGM-000MV,238.5 GB,2605,NA,NA,Mar 2014,SSD
SAMSUNG MZMTD512,476.9 GB,2762,NA,NA,Feb 2016,SSD
SAMSUNG MZMTD512HAGL-000,476.9 GB,2606,NA,NA,Jun 2013,SSD
SAMSUNG MZMTD512HAGL-00000,476.9 GB,2758,$249.00*,11.08,Apr 2013,SSD
SAMSUNG MZMTD512HAGL-00004,476.9 GB,3105,NA,NA,Jan 2015,SSD
SAMSUNG MZMTD512HAGL-000L1,476.9 GB,2759,NA,NA,Dec 2013,SSD
SAMSUNG MZMTD512HAGL-000MV,476.9 GB,2802,NA,NA,Nov 2013,SSD
SAMSUNG MZMTE128HMGR-000,119.2 GB,2170,NA,NA,Apr 2014,SSD
SAMSUNG MZMTE128HMGR-00000,119.2 GB,2501,$99.99,25.01,Jul 2014,SSD
SAMSUNG MZMTE128HMGR-00005,119.2 GB,2031,NA,NA,Nov 2016,SSD
SAMSUNG MZMTE128HMGR-000H1,119.2 GB,2255,NA,NA,Jun 2014,SSD
SAMSUNG MZMTE128HMGR-000L1,119.2 GB,1989,NA,NA,Aug 2014,SSD
SAMSUNG MZMTE128HMGR-000MV,119.2 GB,2429,NA,NA,Jul 2014,SSD
SAMSUNG MZMTE256HMHP-000,238.5 GB,2688,NA,NA,Apr 2014,SSD
SAMSUNG MZMTE256HMHP-00000,238.5 GB,2679,$149.00*,17.98,Nov 2013,SSD
SAMSUNG MZMTE256HMHP-00005,238.5 GB,2280,NA,NA,Jan 2016,SSD
SAMSUNG MZMTE256HMHP-000L1,238.5 GB,2673,$75.00*,35.64,Apr 2014,SSD
SAMSUNG MZMTE256HMHP-000MV,238.5 GB,2695,NA,NA,Jun 2014,SSD
SAMSUNG MZMTE512HMHP-000,476.9 GB,3463,NA,NA,Oct 2014,SSD
SAMSUNG MZMTE512HMHP-00000,476.9 GB,3081,$249.99*,12.32,Feb 2014,SSD
SAMSUNG MZMTE512HMHP-000L1,476.9 GB,2878,$299.95,9.59,Jun 2014,SSD
SAMSUNG MZMTE512HMHP-000MV,476.9 GB,2878,$249.99*,11.51,Jul 2014,SSD
SAMSUNG MZNLF128HCHP-00000,119.2 GB,2225,NA,NA,Mar 2015,SSD
SAMSUNG MZNLF128HCHP-00004,119.2 GB,2199,NA,NA,Jul 2015,SSD
SAMSUNG MZNLF128HCHP-000AU,119.2 GB,2303,NA,NA,Dec 2016,SSD
SAMSUNG MZNLF128HCHP-000H1,119.2 GB,2156,NA,NA,Oct 2015,SSD
SAMSUNG MZNLF128HCHP-000L1,119.2 GB,2180,NA,NA,Mar 2016,SSD
Samsung MZNLF192HCGS-000,178.9 GB,2417,NA,NA,Feb 2016,SSD
SAMSUNG MZNLF192HCGS-000L1,178.9 GB,2370,NA,NA,May 2016,SSD
SAMSUNG MZNLN128HAHQ-00000,119.2 GB,4499,NA,NA,Jan 2018,SSD
SAMSUNG MZNLN128HAHQ-000H1,119.2 GB,4495,NA,NA,Apr 2018,SSD
SAMSUNG MZNLN128HAHQ-000L1,119.2 GB,4690,NA,NA,Apr 2018,SSD
SAMSUNG MZNLN128HCGR-000,119.2 GB,2749,NA,NA,Oct 2015,SSD
SAMSUNG MZNLN128HCGR-00000,119.2 GB,2880,NA,NA,Feb 2016,SSD
SAMSUNG MZNLN128HCGR-00007,119.2 GB,2826,NA,NA,Oct 2016,SSD
SAMSUNG MZNLN128HCGR-000H1,119.2 GB,2752,NA,NA,Feb 2016,SSD
SAMSUNG MZNLN128HCGR-000L1,119.2 GB,2828,NA,NA,Aug 2015,SSD
SAMSUNG MZNLN128HCGR-000L2,119.2 GB,2746,NA,NA,Nov 2015,SSD
SAMSUNG MZNLN1T0HMLH-000,953.9 GB,5047,NA,NA,May 2017,SSD
SAMSUNG MZNLN256HAJQ-00000,238.5 GB,4734,NA,NA,Feb 2018,SSD
SAMSUNG MZNLN256HAJQ-00007,238.5 GB,4990,NA,NA,Jan 2019,SSD
SAMSUNG MZNLN256HAJQ-000H1,238.5 GB,4718,NA,NA,Dec 2017,SSD
SAMSUNG MZNLN256HCHP-000,238.5 GB,3516,NA,NA,Aug 2015,SSD
SAMSUNG MZNLN256HCHP-00000,238.5 GB,3427,$56.00*,61.20,Oct 2015,SSD
SAMSUNG MZNLN256HCHP-000B1,238.5 GB,3482,NA,NA,May 2016,SSD
SAMSUNG MZNLN256HCHP-000H1,238.5 GB,3439,$114.70,29.98,Mar 2016,SSD
SAMSUNG MZNLN256HCHP-000HW,238.5 GB,3482,NA,NA,Sep 2016,SSD
SAMSUNG MZNLN256HCHP-000L2,238.5 GB,3404,NA,NA,Oct 2015,SSD
SAMSUNG MZNLN256HCHP-000L7,238.5 GB,3437,NA,NA,Aug 2015,SSD
SAMSUNG MZNLN256HMHQ-000,238.5 GB,4804,NA,NA,Nov 2016,SSD
SAMSUNG MZNLN256HMHQ-00000,238.5 GB,4695,NA,NA,Oct 2016,SSD
SAMSUNG MZNLN256HMHQ-000B1,238.5 GB,4493,NA,NA,Mar 2017,SSD
SAMSUNG MZNLN256HMHQ-000H1,238.5 GB,4523,NA,NA,Aug 2016,SSD
SAMSUNG MZNLN256HMHQ-000H7,238.5 GB,4428,NA,NA,Feb 2017,SSD
SAMSUNG MZNLN512HAJQ-00000,476.9 GB,4172,NA,NA,May 2018,SSD
SAMSUNG MZNLN512HMJP 512GB,476.9 GB,4692,$119.99,39.10,Jun 2016,SSD
SAMSUNG MZNTD128HAGM-000,119.2 GB,2345,NA,NA,Oct 2013,SSD
SAMSUNG MZNTD128HAGM-00000,119.2 GB,2064,NA,NA,Aug 2013,SSD
SAMSUNG MZNTD128HAGM-000KN,238.5 GB,3371,NA,NA,Nov 2015,SSD
SAMSUNG MZNTD128HAGM-000L1,119.2 GB,2458,NA,NA,Mar 2014,SSD
SAMSUNG MZNTD256HAGL-000,238.5 GB,2754,NA,NA,Feb 2014,SSD
SAMSUNG MZNTD256HAGL-00000,238.5 GB,2540,NA,NA,Aug 2013,SSD
SAMSUNG MZNTD256HAGL-000L1,238.5 GB,2493,NA,NA,Dec 2014,SSD
SAMSUNG MZNTD256HAGL-000L9,238.5 GB,2696,NA,NA,Jan 2014,SSD
SAMSUNG MZNTD512HAGL-00000,476.9 GB,2611,NA,NA,Jul 2013,SSD
SAMSUNG MZNTD512HAGL-000L1,476.9 GB,2961,NA,NA,Apr 2014,SSD
SAMSUNG MZNTE128HMGR-000,119.2 GB,2302,NA,NA,Dec 2014,SSD
SAMSUNG MZNTE128HMGR-00000,119.2 GB,2334,$149.00*,15.66,Jan 2015,SSD
SAMSUNG MZNTE128HMGR-000H1,119.2 GB,2218,NA,NA,Mar 2015,SSD
SAMSUNG MZNTE128HMGR-000L1,119.2 GB,2405,NA,NA,Oct 2014,SSD
SAMSUNG MZNTE128HMGR-000L2,119.2 GB,1912,NA,NA,Sep 2014,SSD
SAMSUNG MZNTE128HMGR-000SO,119.2 GB,2252,NA,NA,Mar 2014,SSD
SAMSUNG MZNTE256HMHP-000,238.5 GB,2803,NA,NA,Apr 2014,SSD
SAMSUNG MZNTE256HMHP-00000,238.5 GB,2810,$125.39*,22.41,Jan 2014,SSD
SAMSUNG MZNTE256HMHP-000H1,238.5 GB,2758,$86.98*,31.71,May 2014,SSD
SAMSUNG MZNTE256HMHP-000L1,238.5 GB,2701,NA,NA,Oct 2015,SSD
SAMSUNG MZNTE256HMHP-000L2,238.5 GB,2771,NA,NA,Nov 2014,SSD
SAMSUNG MZNTE256HMHP-000L7,238.5 GB,2842,NA,NA,Oct 2014,SSD
SAMSUNG MZNTE512HMJH-000,476.9 GB,2997,NA,NA,Jan 2015,SSD
SAMSUNG MZNTE512HMJH-00000,476.9 GB,2941,$99.99,29.41,Jul 2014,SSD
SAMSUNG MZNTE512HMJH-000H1,476.9 GB,3199,NA,NA,Apr 2015,SSD
SAMSUNG MZNTE512HMJH-000L2,476.9 GB,2805,NA,NA,Nov 2014,SSD
SAMSUNG MZNTN512HDJH-00000,476.9 GB,4329,NA,NA,Nov 2017,SSD
SAMSUNG MZNTN512HDJH-00007,476.9 GB,4433,NA,NA,Jan 2017,SSD
SAMSUNG MZNTN512HDJH-000L2,476.9 GB,3983,NA,NA,Mar 2017,SSD
SAMSUNG MZNTY128HDHP-000,119.2 GB,4022,NA,NA,Jul 2016,SSD
SAMSUNG MZNTY128HDHP-00000,119.2 GB,3643,NA,NA,Jul 2016,SSD
SAMSUNG MZNTY128HDHP-000H1,119.2 GB,3810,NA,NA,Aug 2016,SSD
SAMSUNG MZNTY128HDHP-000L1,119.2 GB,3638,NA,NA,Aug 2016,SSD
SAMSUNG MZNTY128HDHP-000L2,119.2 GB,3889,NA,NA,Oct 2016,SSD
Samsung MZNTY256HDHP-000,238.5 GB,4195,NA,NA,Jul 2016,SSD
SAMSUNG MZNTY256HDHP-00000,238.5 GB,4223,NA,NA,May 2016,SSD
SAMSUNG MZNTY256HDHP-00007,238.5 GB,4283,NA,NA,Apr 2017,SSD
SAMSUNG MZNTY256HDHP-000B1,238.5 GB,3992,NA,NA,Feb 2017,SSD
SAMSUNG MZNTY256HDHP-000H1,238.5 GB,4024,NA,NA,Sep 2016,SSD
SAMSUNG MZNTY256HDHP-000L2,238.5 GB,4212,NA,NA,Sep 2016,SSD
SAMSUNG MZNTY256HDHP-000L7,238.5 GB,4265,NA,NA,Jul 2016,SSD
SAMSUNG MZVLV128HCGR-00000,119.2 GB,3718,$63.00*,59.02,Nov 2016,SSD
SAMSUNG MZVLV128HCGR-000L1,119.2 GB,3746,NA,NA,Feb 2017,SSD
SAMSUNG MZYLF128HCHP-000,119.2 GB,2293,NA,NA,Feb 2016,SSD
SAMSUNG MZYLF128HCHP-000L2,119.2 GB,2132,NA,NA,Aug 2015,SSD
SAMSUNG MZYLN256HCHP-000L2,238.5 GB,3411,NA,NA,Nov 2015,SSD
SAMSUNG MZYTE128HMGR-000L2,119.2 GB,2504,NA,NA,May 2015,SSD
SAMSUNG MZYTE256HMHP-000L2,238.5 GB,2746,NA,NA,Feb 2015,SSD
SAMSUNG MZYTN512HDJH-000L2,476.9 GB,4227,NA,NA,Dec 2016,SSD
SAMSUNG MZYTY128HDHP-000L2,119.2 GB,3639,NA,NA,Sep 2016,SSD
SAMSUNG MZYTY256HDHP-000L2,238.5 GB,4229,NA,NA,Jul 2016,SSD
SAMSUNG PM-951 SSD 256GB,238.5 GB,10669,NA,NA,Dec 2017,SSD
SAMSUNG PM871 512GB,476.9 GB,4054,$79.00,51.32,Sep 2015,SSD
Samsung PM951 128GB NVMe,119.2 GB,3645,$81.42*,44.77,Jul 2015,SSD
Samsung PM951 256GB NVMe,238.5 GB,5963,$99.95*,59.66,Oct 2015,SSD
Samsung PM951 512GB NVMe,476.9 GB,7552,$189.99*,39.75,Oct 2015,SSD
Samsung PM961 128GB NVMe,119.2 GB,12152,$54.43,223.26,Oct 2016,SSD
Samsung PM961 1TB NVMe,953.9 GB,15659,$369.99,42.32,May 2016,SSD
Samsung PM961 256GB NVMe,238.5 GB,14739,$54.49,270.49,Sep 2016,SSD
Samsung PM961 512GB NVMe,476.9 GB,15375,$129.99,118.28,Mar 2017,SSD
SAMSUNG PM971 512GB,476.9 GB,9966,NA,NA,Jun 2017,SSD
SAMSUNG PM971 SSD 128GB,119.2 GB,9227,NA,NA,Feb 2018,SSD
Samsung PM981 1TB NVMe,953.9 GB,20698,$309.00,66.98,Dec 2017,SSD
Samsung PM981 256GB NVMe,238.5 GB,15068,$51.00,295.45,Jul 2018,SSD
Samsung PM981 2TB NVMe,1.9 TB,18115,NA,NA,Dec 2018,SSD
Samsung PM981 512GB NVMe,476.9 GB,19078,$159.00,119.99,Nov 2017,SSD
Samsung Portable SSD T1,465.8 GB,3149,$269.48*,11.69,Feb 2016,SSD
Samsung Portable SSD T3,232.9 GB,2881,$197.99*,14.55,Dec 2016,SSD
Samsung Portable SSD T5,465.8 GB,3811,NA,NA,Nov 2017,SSD
Samsung SM951 128GB NVMe,119.2 GB,9746,$86.99*,112.04,Mar 2015,SSD
Samsung SM951 256GB NVMe,238.5 GB,12074,$219.95,54.89,Sep 2015,SSD
Samsung SM951 512GB NVMe,476.9 GB,13421,$399.99*,33.55,Sep 2015,SSD
Samsung SM951 M.2 128GB AHCI,119.2 GB,8946,$116.95*,76.49,Apr 2015,SSD
Samsung SM951 M.2 256GB AHCI,238.5 GB,10949,$219.95*,49.78,Jan 2015,SSD
Samsung SM951 M.2 512GB AHCI,476.9 GB,11459,$322.99*,35.48,Apr 2015,SSD
Samsung SM951a 512GB NVMe,476.9 GB,13924,NA,NA,Sep 2016,SSD
Samsung SM961 128GB NVMe,119.2 GB,12643,$200.89,62.93,Oct 2016,SSD
Samsung SM961 1TB NVMe,953.9 GB,17193,$528.95,32.50,Sep 2016,SSD
Samsung SM961 256GB NVMe,238.5 GB,15712,$49.49,317.48,Aug 2016,SSD
Samsung SM961 512GB NVMe,476.9 GB,16992,$169.99,99.96,Aug 2016,SSD
SAMSUNG SP0401N,37.3 GB,296,NA,NA,May 2009,Unknown
SAMSUNG SP0411C,37.3 GB,310,NA,NA,Mar 2009,Unknown
SAMSUNG SP0411N,37.3 GB,302,$55.00,5.49,Dec 2008,Unknown
SAMSUNG SP0612N,51.1 GB,268,NA,NA,Feb 2009,HDD
SAMSUNG SP0802N,74.6 GB,325,$157.95,2.06,Mar 2009,Unknown
SAMSUNG SP0812C,74.6 GB,339,NA,NA,Nov 2008,HDD
SAMSUNG SP0812N,48.8 GB,284,NA,NA,Mar 2009,Unknown
SAMSUNG SP0822N,16.6 GB,306,$92.00*,3.33,Dec 2008,Unknown
SAMSUNG SP0842N,41 GB,340,NA,NA,Feb 2009,Unknown
SAMSUNG SP1203N,43.9 GB,311,NA,NA,Feb 2009,Unknown
SAMSUNG SP1213C,111.8 GB,342,NA,NA,Dec 2008,HDD
SAMSUNG SP1213N,111.8 GB,319,NA,NA,Feb 2013,HDD
SAMSUNG SP1213N,19.5 GB,304,NA,NA,Feb 2009,HDD
SAMSUNG SP1603C,149 GB,356,NA,NA,Mar 2009,Unknown
SAMSUNG SP1604N,14.6 GB,356,NA,NA,Dec 2008,Unknown
SAMSUNG SP1613N,19.5 GB,349,NA,NA,Aug 2009,HDD
SAMSUNG SP1613N,149 GB,344,NA,NA,Dec 2012,HDD
SAMSUNG SP1614C,149 GB,351,$59.00,5.95,Feb 2009,HDD
SAMSUNG SP1614N,149 GB,306,NA,NA,Dec 2008,Unknown
SAMSUNG SP1624N,70.9 GB,206,NA,NA,May 2009,HDD
SAMSUNG SP1624N,149 GB,369,NA,NA,Apr 2013,HDD
SAMSUNG SP1644N,149 GB,269,NA,NA,Dec 2012,HDD
SAMSUNG SP1644N,9.2 GB,316,NA,NA,Mar 2009,HDD
SAMSUNG SP1654N,59.8 GB,345,NA,NA,Dec 2008,Unknown
SAMSUNG SP2004C,186.3 GB,347,NA,NA,Nov 2008,HDD
SAMSUNG SP2014N,48.8 GB,334,NA,NA,Mar 2009,HDD
SAMSUNG SP2014N,186.3 GB,339,NA,NA,Nov 2012,HDD
SAMSUNG SP2504C,232.8 GB,425,$75.00,5.67,Nov 2008,HDD
SAMSUNG SP2514N,43.9 GB,417,NA,NA,Mar 2009,Unknown
SAMSUNG SP4002H,37.3 GB,219,NA,NA,Mar 2009,Unknown
SAMSUNG SP40A2H,18.7 GB,192,NA,NA,May 2009,HDD
SAMSUNG SP40A2H,37.3 GB,256,NA,NA,Jan 2013,HDD
SAMSUNG SP6003H,55.9 GB,227,NA,NA,Feb 2009,HDD
SAMSUNG SP8004H,74.6 GB,229,NA,NA,Apr 2009,Unknown
SAMSUNG SSD 128GB MMCQE28GFMUP,119.2 GB,458,NA,NA,Sep 2009,SSD
SAMSUNG SSD 128GB MMCRE28G5MXP,119.2 GB,991,$99.00*,10.01,Oct 2009,SSD
SAMSUNG SSD 128GB MMCRE28GFMXP,109.2 GB,511,$166.60*,3.07,Nov 2009,SSD
SAMSUNG SSD 128GB MZMPA128HMFU,119.2 GB,1423,NA,NA,Mar 2011,SSD
SAMSUNG SSD 256GB MMDOE56G5MXP,238.5 GB,966,NA,NA,Apr 2009,SSD
SAMSUNG SSD 64GB MCCOE64G5MPP,59.6 GB,516,NA,NA,Mar 2009,SSD
SAMSUNG SSD 64GB MMCRE64G5MXP,59.6 GB,995,NA,NA,Jun 2009,SSD
Samsung SSD 650 120GB,111.8 GB,3086,$49.99*,61.73,Jul 2015,SSD
Samsung SSD 750,232.9 GB,4043,$74.95*,53.94,Jun 2016,SSD
Samsung SSD 750 EVO 120G,111.8 GB,3065,NA,NA,Dec 2016,SSD
Samsung SSD 750 EVO 120GB,111.8 GB,3982,$119.25,33.39,Dec 2015,SSD
Samsung SSD 750 EVO 250GB,232.9 GB,3962,$199.99,19.81,Mar 2016,SSD
Samsung SSD 750 EVO 500G,465.8 GB,4014,NA,NA,Aug 2016,SSD
Samsung SSD 750 EVO 500GB,465.8 GB,4168,$299.99,13.89,Jul 2016,SSD
SAMSUNG SSD 830,119.2 GB,3309,NA,NA,Aug 2012,SSD
SAMSUNG SSD 830 Seri,238.5 GB,1551,NA,NA,Oct 2012,SSD
SAMSUNG SSD 830 Series,238.5 GB,3033,NA,NA,Aug 2012,SSD
Samsung SSD 840,238.5 GB,3716,NA,NA,Nov 2012,SSD
Samsung SSD 840 EVO,111.8 GB,1714,NA,NA,Nov 2013,SSD
Samsung SSD 840 EVO 120GB,111.8 GB,3608,$99.99,36.08,Aug 2013,SSD
Samsung SSD 840 EVO 120GB mSATA,111.8 GB,3737,$89.95,41.55,Feb 2014,SSD
Samsung SSD 840 EVO 1TB,931.5 GB,4106,$349.75,11.74,Sep 2013,SSD
Samsung SSD 840 EVO 1TB mSATA,931.5 GB,4253,$195.00,21.81,Mar 2014,SSD
Samsung SSD 840 EVO 250GB,232.9 GB,3880,$239.89,16.17,Aug 2013,SSD
Samsung SSD 840 EVO 250GB mSATA,232.9 GB,4050,$209.99,19.29,Jan 2014,SSD
Samsung SSD 840 EVO 500GB,465.8 GB,4058,$179.99,22.55,Aug 2013,SSD
Samsung SSD 840 EVO 500GB mSATA,465.8 GB,4326,$177.25,24.41,Mar 2014,SSD
Samsung SSD 840 EVO 750GB,698.6 GB,3978,$549.99*,7.23,Sep 2013,SSD
Samsung SSD 840 PRO,119.2 GB,1321,NA,NA,Jul 2013,SSD
Samsung SSD 840 PRO Seri,119.2 GB,3432,NA,NA,Nov 2012,SSD
Samsung SSD 840 PRO Series,119.2 GB,3343,NA,NA,Nov 2012,SSD
Samsung SSD 840 Seri,232.9 GB,1448,NA,NA,Feb 2013,SSD
Samsung SSD 840 Series,232.9 GB,2465,NA,NA,Nov 2012,SSD
Samsung SSD 845DC EVO 240GB,223.6 GB,3419,NA,NA,May 2015,SSD
Samsung SSD 845DC EVO 480GB,447.1 GB,4156,NA,NA,Jul 2015,SSD
Samsung SSD 845DC EVO 960GB,894.3 GB,3348,"$1,054.75*",3.17,Feb 2015,SSD
Samsung SSD 850,476.9 GB,4077,NA,NA,Sep 2014,SSD
Samsung SSD 850 120GB,111.8 GB,3871,$61.99,62.45,Jan 2018,SSD
Samsung SSD 850 EVO,465.8 GB,1666,NA,NA,Mar 2015,SSD
Samsung SSD 850 EVO 120GB,111.8 GB,4026,$69.95,57.56,Dec 2014,SSD
Samsung SSD 850 EVO 1TB,931.5 GB,4473,$139.99,31.95,Jan 2015,SSD
Samsung SSD 850 EVO 250GB,232.9 GB,4172,$47.99,86.93,Dec 2014,SSD
Samsung SSD 850 EVO 2TB,1.8 TB,4573,$674.20,6.78,Aug 2015,SSD
Samsung SSD 850 EVO 4TB,3.6 TB,5073,"$1,099.00*",4.62,Nov 2016,SSD
Samsung SSD 850 EVO 500GB,465.8 GB,4372,$99.99,43.72,Dec 2014,SSD
Samsung SSD 850 EVO M.2,111.8 GB,4775,NA,NA,Apr 2015,SSD
Samsung SSD 850 EVO M.2 120GB,111.8 GB,4662,NA,NA,May 2015,SSD
Samsung SSD 850 EVO M.2 1TB,931.5 GB,4807,NA,NA,Sep 2016,SSD
Samsung SSD 850 EVO M.2 250GB,232.9 GB,4773,NA,NA,Apr 2015,SSD
Samsung SSD 850 EVO M.2 500GB,465.8 GB,4680,NA,NA,Apr 2015,SSD
Samsung SSD 850 EVO mSAT,465.8 GB,3977,NA,NA,Apr 2015,SSD
Samsung SSD 850 EVO mSATA 120GB,111.8 GB,3936,$119.99,32.80,Apr 2015,SSD
Samsung SSD 850 EVO mSATA 1TB,931.5 GB,4473,$285.95,15.64,Jun 2015,SSD
Samsung SSD 850 EVO mSATA 250GB,232.9 GB,3860,$154.68,24.95,May 2015,SSD
Samsung SSD 850 EVO mSATA 500GB,465.8 GB,4162,$177.25,23.48,Jun 2015,SSD
Samsung SSD 850 PRO,119.2 GB,1494,NA,NA,Mar 2015,SSD
Samsung SSD 850 PRO 128GB,119.2 GB,3800,$139.99,27.14,Aug 2014,SSD
Samsung SSD 850 PRO 1TB,953.9 GB,4440,$174.99,25.37,Sep 2014,SSD
Samsung SSD 850 PRO 256GB,238.5 GB,4226,$99.99,42.26,Jul 2014,SSD
Samsung SSD 850 PRO 2TB,1.9 TB,4516,$863.74,5.23,Jan 2016,SSD
Samsung SSD 850 PRO 512GB,476.9 GB,4321,$149.99,28.81,Aug 2014,SSD
Samsung SSD 860,465.8 GB,4259,NA,NA,Mar 2018,SSD
Samsung SSD 860 EVO,232.9 GB,1779,NA,NA,Apr 2018,SSD
Samsung SSD 860 EVO 1TB,931.5 GB,5016,$162.95,30.78,Feb 2018,SSD
Samsung SSD 860 EVO 250G,232.9 GB,4006,$68.95,58.10,Mar 2018,SSD
Samsung SSD 860 EVO 250GB,232.9 GB,4394,$57.99,75.77,Jan 2018,SSD
Samsung SSD 860 EVO 2TB,1.8 TB,4467,$295.00,15.14,Apr 2018,SSD
Samsung SSD 860 EVO 500G,465.8 GB,3746,$118.95,31.49,Mar 2018,SSD
